ds,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2014-02-10,-8,-16,0.2,5.4,1,1,74,-12,-16,-11,-16,15,86,91,0.3,1019,-8,7,263,9
2014-02-11,-13,-20,0.0,3.8,1,1,81,-18,-23,-16,-23,19,73,87,0.0,1028,-13,10,293,11
2014-02-12,-12,-25,0.0,5.4,1,1,89,-19,-21,-17,-21,12,62,82,0.0,1032,-12,10,181,6
2014-02-13,-7,-17,0.1,7.1,1,1,97,-12,-17,-11,-17,23,69,88,0.1,1018,-7,9,95,14
2014-02-14,-3,-6,2.8,4.0,1,1,100,-6,-11,-5,-11,32,93,94,4.6,994,-3,6,230,21
2014-02-15,-5,-14,0.2,4.0,1,1,88,-9,-12,-8,-12,11,94,96,0.2,1009,-5,4,155,6
2014-02-16,-10,-16,0.0,5.6,1,1,81,-14,-21,-13,-21,30,48,89,0.0,1012,-10,9,276,18
2014-02-17,-11,-20,0.0,8.7,1,1,73,-17,-22,-15,-22,18,2,87,0.0,1028,-11,10,249,10
2014-02-18,-4,-17,1.3,4.0,1,1,66,-11,-15,-10,-15,19,72,91,1.5,1019,-4,7,124,11
2014-02-19,0,-7,0.9,4.0,1,1,58,-4,-7,-3,-7,20,96,93,1.0,1010,0,6,166,12
2014-02-20,1,-4,0.0,5.6,1,1,51,-2,-5,-1,-5,22,62,95,0.0,1018,1,5,218,13
2014-02-21,2,-3,0.0,4.1,1,1,43,-1,-4,0,-4,27,79,95,10.4,1009,2,8,129,15
2014-02-22,3,-2,0.5,8.7,1,1,36,-1,-5,0,-5,38,31,91,0.6,1006,3,9,221,21
2014-02-23,0,-5,0.0,7.2,1,1,28,-5,-8,-3,-8,30,23,88,0.0,1010,0,10,242,17
2014-02-24,-5,-11,0.0,4.1,1,1,20,-11,-16,-9,-16,29,82,83,0.0,1010,-5,9,264,20
2014-02-25,-10,-15,0.0,4.1,1,1,13,-14,-18,-12,-18,19,99,87,0.0,1014,-10,10,266,13
2014-02-26,-10,-15,0.2,4.1,1,1,5,-14,-19,-12,-19,26,91,88,0.6,1009,-10,6,209,17
2014-02-27,-8,-17,0.8,5.7,1,1,0,-14,-19,-12,-19,23,92,86,0.9,1005,-8,8,202,15
2014-02-28,-13,-19,0.0,8.7,1,1,0,-18,-24,-16,-24,25,50,89,0.0,1025,-13,10,254,16
2014-03-01,-4,-18,0.5,4.2,1,1,0,-11,-15,-10,-15,18,79,88,0.6,1022,-4,8,175,11
2014-03-02,-6,-17,0.3,7.2,1,1,2,-14,-17,-11,-17,18,48,83,0.4,1021,-6,9,184,11
2014-03-03,-13,-19,0.0,5.7,1,1,9,-19,-24,-17,-24,21,46,85,0.0,1024,-13,10,270,13
2014-03-04,-11,-19,0.1,4.2,1,1,16,-17,-22,-15,-22,19,78,89,0.1,1027,-11,9,251,12
2014-03-05,-12,-18,0.0,7.2,1,1,24,-17,-21,-15,-21,18,38,86,0.0,1032,-12,10,39,11
2014-03-06,-10,-22,0.0,8.7,1,1,31,-15,-17,-13,-17,9,1,85,0.0,1037,-10,10,79,6
2014-03-07,-1,-15,0.0,7.2,1,1,38,-9,-11,-7,-11,15,38,86,0.0,1022,-1,10,184,8
2014-03-08,0,-7,0.2,5.7,1,1,46,-4,-7,-3,-7,18,72,90,0.2,1013,0,6,305,11
2014-03-09,-5,-13,0.2,8.7,1,1,53,-11,-12,-8,-12,13,31,81,0.3,1015,-5,9,282,9
2014-03-10,0,-6,2.2,4.3,1,1,60,-3,-6,-3,-6,12,99,96,2.6,1005,0,3,148,8
2014-03-11,2,0,0.3,4.3,1,1,67,1,-3,1,-3,21,98,99,0.4,1001,2,5,252,12
2014-03-12,-1,-12,0.3,4.3,1,1,75,-8,-14,-7,-14,32,87,91,6.1,1006,-1,7,100,21
2014-03-13,-8,-15,0.8,5.8,1,1,82,-14,-20,-12,-20,31,61,82,1.0,1006,-8,8,279,20
2014-03-14,1,-16,0.3,4.3,1,1,89,-9,-13,-7,-13,24,82,91,1.0,1011,1,7,179,14
2014-03-15,2,-6,0.5,6.0,1,1,96,-1,-5,0,-5,30,91,95,0.9,1004,2,7,238,18
2014-03-16,-11,-15,0.0,7.4,1,1,100,-16,-22,-14,-22,27,47,81,0.0,1023,-11,10,273,18
2014-03-17,-8,-17,0.0,11.6,1,1,89,-15,-17,-12,-17,14,20,77,0.0,1023,-8,10,255,9
2014-03-18,-5,-17,0.0,11.6,1,1,82,-13,-15,-10,-15,15,16,81,0.0,1027,-5,10,94,9
2014-03-19,1,-11,0.1,10.5,1,1,74,-5,-8,-4,-8,23,65,88,1.2,1020,1,9,94,13
2014-03-20,2,0,0.5,7.8,1,1,67,0,-4,1,-4,29,94,96,3.0,1003,2,7,200,18
2014-03-21,0,-5,0.4,9.2,1,1,60,-4,-8,-2,-8,29,68,88,0.5,1011,0,8,266,19
2014-03-22,-1,-8,3.9,7.8,1,1,53,-4,-8,-3,-8,23,71,94,4.6,1010,-1,5,212,14
2014-03-23,-2,-13,0.0,10.5,1,1,45,-11,-15,-9,-15,23,61,82,0.0,1020,-2,10,273,16
2014-03-24,0,-7,0.7,10.5,1,1,38,-6,-7,-3,-7,20,61,83,1.3,1020,0,7,173,13
2014-03-25,3,-4,0.0,10.5,1,1,31,-2,-4,0,-4,21,62,87,0.6,1018,3,8,156,13
2014-03-26,1,-4,0.0,12.7,1,1,24,-5,-6,-2,-6,23,58,80,0.6,1019,1,8,170,14
2014-03-27,-3,-15,0.9,10.6,1,1,16,-9,-12,-7,-12,17,63,90,1.1,1023,-3,7,221,11
2014-03-28,2,-4,0.0,8.0,1,1,9,0,-4,0,-4,28,94,98,8.8,1012,2,7,177,15
2014-03-29,1,-4,0.0,10.6,1,1,2,-1,-5,-1,-5,22,63,95,0.0,1024,1,8,109,14
2014-03-30,0,-3,0.0,8.0,1,1,0,-3,-8,-2,-8,45,93,92,5.2,1016,0,7,32,30
2014-03-31,3,-5,0.0,12.8,1,1,0,-2,-5,-1,-5,19,35,93,0.0,1021,3,7,60,12
2014-04-01,2,-5,0.0,12.9,1,1,5,-1,-5,-1,-5,20,42,94,0.0,1021,2,6,60,12
2014-04-02,5,1,0.1,9.4,1,1,13,1,-2,3,-2,28,80,91,0.2,1016,5,9,214,17
2014-04-03,3,-2,0.1,10.7,1,1,21,-2,-3,0,-3,16,59,86,0.1,1022,3,10,239,10
2014-04-04,3,-6,0.0,10.7,1,1,28,-2,-5,-1,-5,24,57,95,5.5,1016,3,10,81,15
2014-04-05,4,-2,0.0,8.1,1,1,36,0,-4,1,-4,34,95,92,0.7,1006,4,8,218,22
2014-04-06,4,-5,0.0,10.7,1,1,43,-1,-4,1,-4,25,49,91,0.1,1019,4,8,250,16
2014-04-07,9,-2,0.0,10.7,1,1,51,3,2,4,2,16,56,94,0.1,1018,9,7,154,9
2014-04-08,3,1,0.0,8.2,1,1,58,2,-1,2,-1,28,97,100,18.3,996,3,5,168,15
2014-04-09,3,-1,0.0,13.1,1,1,66,-3,-2,1,-2,22,18,77,0.0,1008,3,8,285,15
2014-04-10,14,-1,0.0,13.2,1,1,73,2,4,7,4,32,45,74,3.0,1010,14,10,201,20
2014-04-11,12,4,0.0,13.2,1,1,81,4,6,8,6,23,40,78,0.0,1014,12,10,238,15
2014-04-12,13,4,0.0,12.0,1,1,89,4,6,8,6,22,53,76,0.0,1020,13,10,188,15
2014-04-13,9,3,0.0,8.3,1,1,96,4,3,6,3,21,97,91,6.8,1017,9,8,79,13
2014-04-14,22,5,0.0,10.8,1,1,100,12,13,15,13,26,71,85,3.2,1005,22,8,155,15
2014-04-15,19,-4,2.5,9.6,1,1,89,6,5,8,5,31,86,90,11.1,1003,19,9,227,21
2014-04-16,1,-9,0.0,13.4,1,1,81,-11,-9,-4,-9,20,29,59,0.0,1028,1,10,277,15
2014-04-17,6,-5,0.0,13.4,1,1,74,-6,-2,1,-2,14,22,59,0.0,1039,6,10,131,9
2014-04-18,10,-1,0.0,10.8,1,1,66,0,2,4,2,17,72,74,0.0,1028,10,10,157,11
2014-04-19,9,2,0.0,12.1,1,1,59,1,3,6,3,20,46,75,2.1,1027,9,9,268,13
2014-04-20,13,0,0.0,13.5,1,1,51,-1,6,7,6,14,31,57,0.0,1029,13,10,111,8
2014-04-21,19,7,0.0,12.2,1,1,44,7,11,12,11,20,68,71,0.7,1014,19,9,226,12
2014-04-22,13,7,0.0,8.7,1,1,36,9,10,10,10,13,97,94,6.6,1000,13,6,150,8
2014-04-23,10,3,0.0,8.7,1,1,28,3,4,7,4,24,81,77,0.5,1004,10,9,323,16
2014-04-24,11,0,0.0,14.0,1,1,21,-1,2,5,2,25,17,65,0.0,1014,11,10,323,17
2014-04-25,11,0,0.0,12.2,1,1,13,0,5,6,5,14,50,64,0.0,1014,11,10,114,9
2014-04-26,7,4,0.0,8.8,1,1,6,4,3,5,3,14,97,94,6.0,1007,7,6,128,9
2014-04-27,10,2,0.0,12.2,1,1,0,3,3,6,3,20,77,84,0.7,1017,10,9,98,13
2014-04-28,11,3,0.0,12.2,1,1,0,3,5,7,5,22,43,78,0.0,1022,11,9,35,14
2014-04-29,15,3,0.0,14.1,1,1,0,2,7,9,7,25,38,64,0.0,1027,15,10,100,17
2014-04-30,10,5,0.0,10.2,1,1,1,5,5,7,5,21,79,84,15.6,1025,10,8,128,15
2014-05-01,16,5,0.0,11.3,1,1,9,8,7,10,7,24,71,91,8.7,1007,16,8,178,15
2014-05-02,13,6,0.0,11.3,1,1,16,7,7,9,7,27,55,87,2.1,1004,13,10,230,17
2014-05-03,15,5,0.0,10.2,1,1,23,8,9,10,9,16,82,87,2.2,1006,15,9,207,10
2014-05-04,9,7,0.0,9.2,1,1,31,8,7,8,7,15,92,96,10.4,1002,9,5,241,9
2014-05-05,12,5,0.0,9.2,1,1,38,6,6,8,6,17,84,87,0.9,1011,12,8,304,11
2014-05-06,13,3,0.0,12.4,1,1,45,2,6,8,6,17,63,70,0.1,1015,13,10,327,11
2014-05-07,15,2,0.0,14.5,1,1,52,4,8,9,8,13,11,69,0.0,1022,15,10,286,8
2014-05-08,16,5,0.0,13.4,1,1,60,3,10,11,10,17,29,62,0.0,1022,16,10,53,11
2014-05-09,19,6,0.0,10.3,1,1,67,8,11,12,11,20,67,76,1.6,1017,19,9,105,12
2014-05-10,22,13,0.0,12.4,1,1,74,14,16,17,16,31,51,86,9.2,1006,22,8,219,19
2014-05-11,20,7,0.0,14.5,1,1,81,9,13,14,13,28,25,73,0.0,1013,20,10,251,18
2014-05-12,20,7,0.0,12.4,1,1,89,9,13,14,13,12,33,74,0.0,1019,20,9,152,7
2014-05-13,20,5,0.0,13.5,1,1,96,7,12,13,12,20,38,70,0.0,1022,20,10,83,13
2014-05-14,25,11,0.0,11.4,1,1,100,15,17,18,17,14,65,84,9.8,1019,25,8,155,9
2014-05-15,27,16,0.0,14.5,1,1,89,18,21,22,21,27,35,85,1.1,1017,27,9,159,17
2014-05-16,21,15,0.0,9.4,1,1,82,17,18,18,18,26,74,92,6.4,1012,21,9,158,15
2014-05-17,14,8,0.0,12.5,1,1,75,8,8,10,8,23,65,88,13.3,1014,14,8,241,15
2014-05-18,15,4,0.0,14.5,1,1,68,5,8,10,8,20,11,72,0.0,1021,15,9,257,13
2014-05-19,19,4,0.0,14.5,1,1,60,5,12,12,12,12,23,64,0.0,1020,19,10,266,7
2014-05-20,21,6,0.0,14.5,1,1,53,8,14,15,14,10,15,66,0.0,1018,21,10,194,6
2014-05-21,23,10,0.0,14.5,1,1,46,10,16,17,16,13,18,70,0.0,1014,23,10,80,8
2014-05-22,20,11,0.0,11.5,1,1,39,13,15,15,15,13,66,86,0.3,1010,20,7,80,8
2014-05-23,19,10,0.0,10.5,1,1,31,12,13,14,13,16,84,91,1.6,1013,19,6,43,11
2014-05-24,21,9,0.0,14.5,1,1,24,12,15,16,15,9,43,81,0.9,1017,21,8,207,5
2014-05-25,23,11,0.0,13.5,1,1,17,15,17,18,17,15,56,87,3.6,1015,23,7,242,9
2014-05-26,23,14,0.0,11.5,1,1,9,16,17,18,17,24,68,90,11.3,1010,23,8,258,14
2014-05-27,14,9,0.0,9.5,1,1,2,10,10,12,10,20,93,92,0.2,1010,14,8,65,14
2014-05-28,17,8,0.0,10.5,1,1,0,9,11,12,11,20,67,83,0.2,1018,17,9,45,14
2014-05-29,20,3,0.0,14.5,1,1,0,10,14,14,14,10,19,76,0.0,1021,20,10,193,6
2014-05-30,21,10,0.0,14.5,1,1,5,11,15,16,15,13,40,74,1.4,1018,21,9,162,8
2014-05-31,19,7,0.0,14.5,1,1,9,9,13,14,13,14,7,75,0.0,1025,19,10,49,9
2014-06-01,23,7,0.0,14.5,1,1,20,12,16,16,16,10,20,79,0.0,1024,23,10,199,6
2014-06-02,27,12,0.0,14.5,1,1,28,17,20,21,20,19,17,81,0.0,1016,27,9,228,12
2014-06-03,27,17,0.0,11.5,1,1,35,19,21,23,21,23,59,89,10.9,1009,27,7,181,13
2014-06-04,20,15,0.0,13.5,1,1,43,14,17,17,17,19,60,85,1.0,1007,20,10,256,13
2014-06-05,18,11,0.0,11.5,1,1,50,13,15,15,15,11,77,87,1.6,1007,18,8,264,7
2014-06-06,22,10,0.0,14.5,1,1,58,13,16,17,16,18,33,83,0.5,1010,22,7,292,11
2014-06-07,25,12,0.0,14.5,1,1,65,15,19,20,19,17,16,80,0.0,1014,25,9,261,10
2014-06-08,27,13,0.0,14.5,1,1,73,16,21,22,21,13,15,77,0.0,1012,27,8,260,8
2014-06-09,25,15,0.0,14.5,1,1,81,15,21,21,21,15,21,71,0.0,1014,25,10,118,9
2014-06-10,24,15,0.0,14.5,1,1,88,14,18,19,18,16,22,75,0.0,1016,24,10,48,10
2014-06-11,23,10,0.0,12.5,1,1,96,11,15,17,15,21,50,71,0.3,1019,23,9,131,13
2014-06-12,15,12,0.0,9.6,1,1,100,13,13,14,13,22,100,98,15.5,1015,15,8,137,13
2014-06-13,19,15,0.0,9.6,1,1,89,16,17,17,17,22,100,99,18.8,1009,19,7,133,13
2014-06-14,20,12,0.0,14.5,1,1,82,14,16,16,16,21,48,87,0.6,1011,20,7,253,15
2014-06-15,22,8,0.0,14.5,1,1,74,12,15,16,15,12,16,80,0.0,1019,22,8,306,8
2014-06-16,23,9,0.0,13.5,1,1,67,12,17,18,17,11,32,72,0.0,1018,23,10,88,6
2014-06-17,26,10,0.0,13.5,1,1,59,16,20,20,20,10,47,81,4.5,1013,26,10,177,6
2014-06-18,24,15,0.0,14.5,1,1,52,17,20,20,20,21,41,87,1.6,1010,24,6,274,13
2014-06-19,21,11,0.0,14.5,1,1,44,11,16,17,16,19,6,72,0.0,1017,21,10,322,11
2014-06-20,20,9,0.0,13.5,1,1,36,8,14,14,14,16,27,67,0.0,1016,20,10,253,10
2014-06-21,20,9,0.0,14.5,1,1,29,11,15,15,15,11,32,76,0.1,1014,20,10,236,7
2014-06-22,24,7,0.0,14.5,1,1,21,13,17,18,17,4,9,76,0.0,1015,24,10,257,2
2014-06-23,26,10,0.0,14.5,1,1,14,15,21,21,21,10,8,72,0.0,1017,26,10,188,6
2014-06-24,20,16,0.0,9.6,1,1,6,18,19,19,19,13,88,95,18.2,1013,20,5,164,8
2014-06-25,23,17,0.0,12.6,1,1,0,18,20,20,20,13,73,92,3.1,1012,23,7,33,8
2014-06-26,25,13,0.0,14.5,1,1,0,15,19,20,19,15,27,78,0.0,1014,25,10,53,10
2014-06-27,27,11,0.0,14.5,1,1,0,16,22,23,22,5,2,72,0.0,1020,27,10,199,3
2014-06-28,27,13,0.0,14.5,1,1,1,17,21,23,21,8,17,76,0.0,1023,27,10,202,5
2014-06-29,29,15,0.0,14.5,1,1,9,18,25,25,23,13,20,73,0.0,1019,29,10,172,8
2014-06-30,28,18,0.0,13.5,1,1,16,21,26,26,24,20,31,85,0.8,1012,28,8,216,12
2014-07-01,30,20,0.0,14.5,1,1,23,22,28,28,25,24,19,87,3.6,1006,30,9,207,14
2014-07-02,28,20,0.0,14.5,1,1,30,21,26,26,24,23,29,85,1.1,1008,28,9,232,14
2014-07-03,24,18,0.0,11.6,1,1,37,19,21,22,21,12,80,88,2.9,1013,24,7,188,8
2014-07-04,22,15,0.0,11.6,1,1,45,15,18,19,18,12,54,82,1.0,1016,22,9,259,8
2014-07-05,24,11,0.0,14.5,1,1,52,12,17,18,17,29,9,67,1.2,1014,24,10,287,16
2014-07-06,24,16,0.0,14.5,1,1,59,15,19,20,19,28,41,75,0.2,1010,24,10,240,16
2014-07-07,23,16,0.0,10.6,1,1,66,18,20,21,20,22,65,89,3.8,1004,23,8,208,13
2014-07-08,28,18,0.0,11.5,1,1,74,20,24,24,23,21,58,86,16.8,1002,28,9,207,13
2014-07-09,22,15,0.0,12.5,1,1,81,16,19,19,19,29,53,86,0.1,1006,22,10,238,18
2014-07-10,21,11,0.0,14.5,1,1,88,12,16,16,16,19,6,78,0.0,1019,21,10,267,12
2014-07-11,23,8,0.0,14.5,1,1,96,13,18,19,18,8,6,74,0.0,1023,23,10,260,5
2014-07-12,26,13,0.0,13.5,1,1,100,16,20,21,20,9,17,78,0.0,1020,26,10,193,6
2014-07-13,24,17,0.0,12.5,1,1,90,19,21,22,21,24,50,92,10.3,1009,24,10,183,13
2014-07-14,23,14,0.0,13.5,1,1,83,15,19,20,19,17,24,83,0.0,1010,23,9,248,11
2014-07-15,22,14,0.0,11.5,1,1,75,17,19,19,19,10,76,88,3.9,1007,22,8,144,6
2014-07-16,23,14,0.0,14.5,1,1,68,16,19,20,19,19,35,85,0.1,1008,23,7,244,12
2014-07-17,21,12,0.0,13.5,1,1,61,13,16,16,16,20,42,83,0.1,1014,21,8,250,13
2014-07-18,24,11,0.0,14.5,1,1,54,14,18,19,18,18,11,78,0.0,1021,24,8,243,10
2014-07-19,26,12,0.0,14.5,1,1,46,15,21,22,21,11,13,71,0.0,1023,26,10,180,6
2014-07-20,27,16,0.0,14.5,1,1,39,17,22,22,22,8,39,75,0.0,1020,27,10,126,5
2014-07-21,27,15,0.0,14.5,1,1,32,17,22,23,22,11,19,75,0.1,1019,27,10,191,6
2014-07-22,23,18,0.0,14.5,1,1,24,19,21,23,21,17,19,89,0.0,1016,23,9,232,9
2014-07-23,25,16,0.0,11.4,1,1,17,19,21,23,21,21,44,86,2.6,1009,25,10,273,13
2014-07-24,21,11,0.0,14.5,1,1,10,10,16,17,16,19,14,67,0.0,1013,21,10,292,11
2014-07-25,24,13,0.0,14.5,1,1,3,14,18,19,18,22,13,76,0.0,1013,24,10,243,14
2014-07-26,24,13,0.0,13.5,1,1,0,15,19,20,19,21,44,78,0.1,1011,24,10,234,13
2014-07-27,24,17,0.0,11.4,1,1,0,18,19,20,19,16,71,90,3.3,1004,24,7,208,10
2014-07-28,17,13,0.0,9.3,1,1,4,15,15,15,15,24,81,96,6.4,1003,17,7,138,14
2014-07-29,20,10,0.0,14.5,1,1,12,11,15,16,15,18,8,77,0.0,1010,20,10,262,11
2014-07-30,23,10,0.0,14.5,1,1,19,12,17,18,17,6,14,75,0.0,1015,23,10,184,4
2014-07-31,21,10,0.0,12.4,1,1,23,14,16,17,16,14,34,86,1.4,1016,21,8,195,9
2014-08-01,25,12,0.0,14.5,1,1,33,16,19,20,19,13,16,83,0.6,1020,25,7,203,8
2014-08-02,28,14,0.0,14.5,1,1,41,18,21,22,21,10,15,83,6.2,1020,28,9,172,5
2014-08-03,28,15,0.0,14.5,1,1,48,18,22,22,22,9,15,81,0.4,1018,28,8,225,5
2014-08-04,26,16,0.0,14.5,1,1,55,17,22,22,22,13,22,75,0.3,1016,26,8,250,8
2014-08-05,24,16,0.0,13.4,1,1,63,18,20,20,20,11,34,89,1.9,1015,24,7,261,7
2014-08-06,24,11,0.0,13.4,1,1,70,14,18,19,18,13,30,76,2.6,1013,24,10,278,8
2014-08-07,23,12,0.0,14.5,1,1,77,14,17,18,17,13,45,82,2.0,1014,23,7,316,8
2014-08-08,25,12,0.0,13.4,1,1,84,15,19,19,19,14,34,79,0.6,1017,25,10,300,8
2014-08-09,26,13,0.0,14.5,1,1,92,15,21,21,21,12,30,73,0.0,1019,26,10,287,6
2014-08-10,28,14,0.0,14.5,1,1,99,16,22,23,22,12,15,73,0.0,1020,28,10,255,7
2014-08-11,29,16,0.0,14.5,1,1,100,17,23,24,23,9,5,73,0.0,1019,29,10,143,5
2014-08-12,26,17,0.0,13.4,1,1,87,16,21,21,21,25,34,77,3.7,1015,26,10,148,14
2014-08-13,19,16,0.0,9.1,1,1,79,17,18,18,18,26,95,98,18.6,1007,19,8,136,15
2014-08-14,17,11,0.0,11.2,1,1,72,11,13,14,13,21,71,85,0.3,1007,17,10,232,14
2014-08-15,17,10,0.0,11.2,1,1,65,11,12,13,12,16,72,90,0.4,1010,17,5,216,10
2014-08-16,17,12,0.0,10.1,1,1,57,13,14,15,14,20,93,91,4.4,1010,17,7,198,12
2014-08-17,21,14,0.0,12.2,1,1,50,14,16,16,16,18,70,87,1.3,1010,21,7,287,11
2014-08-18,20,9,0.0,14.0,1,1,43,11,15,15,15,14,16,81,0.0,1012,20,8,291,9
2014-08-19,23,9,0.0,13.6,1,1,36,12,17,17,17,6,15,77,0.0,1013,23,10,132,3
2014-08-20,25,12,0.0,13.5,1,1,28,14,19,20,19,15,25,74,0.0,1015,25,10,81,9
2014-08-21,24,15,0.0,12.1,1,1,21,16,19,20,19,14,53,82,0.0,1017,24,9,112,8
2014-08-22,24,12,0.0,12.1,1,1,14,15,18,19,18,15,41,81,0.0,1018,24,9,113,9
2014-08-23,24,14,0.0,13.4,1,1,7,16,20,20,20,11,24,81,0.0,1020,24,8,60,7
2014-08-24,28,12,0.0,13.4,1,1,0,17,22,23,22,7,6,76,0.0,1021,28,10,278,4
2014-08-25,27,16,0.0,13.4,1,1,0,18,22,24,22,13,7,79,0.0,1020,27,10,252,8
2014-08-26,27,16,0.0,13.4,1,1,1,18,23,23,22,24,19,80,0.0,1017,27,9,225,14
2014-08-27,24,17,0.0,12.0,1,1,8,17,21,22,21,18,63,80,0.2,1013,24,7,276,11
2014-08-28,20,12,0.0,13.3,1,1,15,13,16,17,16,17,56,79,0.6,1014,20,10,311,11
2014-08-29,23,9,0.0,13.3,1,1,22,13,16,17,16,9,33,79,0.0,1021,23,8,174,5
2014-08-30,26,14,0.0,13.2,1,1,30,15,19,20,19,22,41,76,0.6,1018,26,10,184,13
2014-08-31,25,18,0.0,10.7,1,1,33,20,21,22,21,25,69,93,7.9,1012,25,8,210,14
2014-09-01,26,17,0.0,12.0,6,6,46,18,21,22,21,14,52,86,0.1,1013,26,6,211,9
2014-09-02,26,18,0.0,10.7,5,5,53,20,22,23,22,19,60,89,6.4,1008,26,8,220,12
2014-09-03,24,15,0.0,13.1,5,5,61,16,19,20,19,22,34,83,0.6,1013,24,8,256,14
2014-09-04,26,14,0.0,13.1,6,6,68,17,20,21,20,18,31,82,0.0,1018,26,9,231,11
2014-09-05,29,17,0.0,13.0,6,6,76,19,25,25,23,23,27,79,0.3,1014,29,10,205,13
2014-09-06,21,13,0.0,10.7,5,5,84,18,19,21,19,23,55,90,3.9,1010,21,10,265,14
2014-09-07,21,9,0.0,13.0,4,4,91,11,15,15,15,16,15,77,0.0,1019,21,10,276,10
2014-09-08,23,10,0.0,13.0,5,5,99,12,17,18,17,13,19,71,0.0,1026,23,10,151,8
2014-09-09,22,12,0.0,12.9,5,5,100,11,17,18,17,18,9,71,0.0,1024,22,10,152,10
2014-09-10,24,11,0.0,11.9,5,5,86,14,17,18,17,15,44,79,0.0,1017,24,10,145,9
2014-09-11,22,9,0.0,10.6,4,4,79,14,16,16,16,35,68,85,3.3,1007,22,10,218,21
2014-09-12,15,6,0.0,12.8,4,4,71,7,11,12,11,15,29,76,0.0,1020,15,10,277,9
2014-09-13,22,14,0.0,11.9,5,5,64,14,18,18,18,17,63,82,2.7,1013,22,8,200,10
2014-09-14,12,2,0.0,10.6,2,2,56,5,6,8,6,14,53,85,0.0,1025,12,7,256,9
2014-09-15,16,3,0.0,11.9,3,3,48,7,9,10,9,16,51,80,0.0,1020,16,8,221,9
2014-09-16,17,9,0.0,11.9,4,4,41,10,11,12,11,18,52,85,0.7,1014,17,7,240,11
2014-09-17,17,7,0.0,9.2,3,3,33,9,11,12,11,18,62,83,0.5,1014,17,7,236,11
2014-09-18,12,2,0.0,12.6,3,3,26,2,7,8,7,15,32,69,0.0,1019,12,9,256,9
2014-09-19,12,-1,0.0,11.6,3,3,18,-2,6,7,6,15,8,54,0.0,1027,12,10,94,9
2014-09-20,20,5,0.0,7.5,3,3,11,10,13,14,13,31,62,76,0.1,1016,20,10,181,17
2014-09-21,20,15,0.0,7.5,4,4,3,16,17,17,17,26,66,94,11.2,1003,20,7,188,14
2014-09-22,15,6,0.0,6.1,2,2,0,7,7,10,7,29,75,83,0.0,1008,15,10,259,19
2014-09-23,15,6,0.0,7.4,3,3,0,8,9,10,9,17,65,85,0.1,1024,15,9,264,11
2014-09-24,20,8,0.0,11.6,4,4,0,11,14,15,14,11,7,83,0.0,1033,20,9,129,6
2014-09-25,22,12,0.0,11.6,5,5,4,14,16,17,16,13,10,84,0.0,1028,22,10,224,8
2014-09-26,24,13,0.0,11.6,5,5,12,15,18,19,18,14,18,85,0.0,1023,24,8,269,8
2014-09-27,25,14,0.0,11.6,5,5,19,17,20,21,20,14,3,85,0.0,1023,25,7,257,8
2014-09-28,24,15,0.0,11.6,5,5,27,16,19,19,19,20,22,85,0.0,1018,24,7,244,12
2014-09-29,17,8,0.0,5.9,3,3,34,12,12,13,12,20,81,90,0.2,1015,17,8,61,14
2014-09-30,17,7,0.0,7.3,3,3,42,10,11,12,11,17,73,87,0.3,1016,17,10,36,12
2014-10-01,18,9,0.0,11.6,1,1,48,11,12,13,12,18,34,86,0.0,1020,18,7,34,12
2014-10-02,19,8,0.0,11.6,1,1,55,10,13,13,13,16,10,82,0.0,1021,19,10,37,10
2014-10-03,21,10,0.0,11.6,1,1,62,10,14,15,14,20,11,74,0.0,1014,21,8,107,11
2014-10-04,13,11,0.0,5.9,1,1,69,10,10,12,10,23,79,89,10.8,1002,13,9,162,14
2014-10-05,14,6,0.0,10.2,1,1,77,6,8,9,8,20,46,82,0.3,1006,14,9,233,13
2014-10-06,16,6,0.0,11.6,1,1,84,6,9,11,9,23,45,71,0.1,1014,16,10,158,13
2014-10-07,17,11,0.0,8.6,1,1,91,11,12,13,12,26,56,88,6.6,1012,17,9,168,15
2014-10-08,16,8,0.0,7.2,1,1,99,10,11,12,11,33,71,88,7.8,1003,16,8,203,20
2014-10-09,11,5,0.0,7.2,1,1,100,4,4,7,4,29,38,85,1.7,1010,11,9,243,18
2014-10-10,12,3,0.0,8.7,1,1,87,4,4,7,4,24,38,82,0.0,1017,12,10,253,15
2014-10-11,11,3,0.0,7.2,1,1,80,4,7,7,7,9,62,82,0.5,1020,11,10,227,5
2014-10-12,12,4,0.0,8.7,1,1,72,4,7,8,7,12,12,79,0.0,1024,12,8,244,7
2014-10-13,16,4,0.0,8.7,1,1,65,6,9,10,9,17,29,76,0.0,1022,16,10,156,9
2014-10-14,23,10,0.0,8.7,1,1,58,14,16,17,16,27,57,87,0.0,1017,23,7,168,15
2014-10-15,25,17,0.0,7.2,1,1,51,18,20,21,20,21,60,88,2.5,1013,25,8,155,12
2014-10-16,20,17,0.0,5.6,1,1,43,18,18,18,18,22,75,97,16.7,1006,20,6,112,12
2014-10-17,17,13,0.0,5.6,1,1,36,13,15,15,15,25,76,89,1.1,1000,17,8,220,15
